item_id;vectors
719;0.04292579|0.06983404|0.43404156|0.3422276|-0.08433568|0.09242794|0.19065848|0.14646102|0.007999837|0.37105435|-0.59890026|-0.19523263|-0.3815772|0.5783013|0.6457278|0.3767182|-0.15161936|0.13083547|-0.29140186|0.2971251|0.4089483|0.7518488|0.43714434|0.3581614|-0.43694675|0.23806483|0.05879421|0.19592024|0.24661346|0.20871869|-0.9202515|-0.081075616|-0.33233258|-0.18425764|0.18788804|0.6185449|0.39513475|0.0056855083|-0.26104388|-0.08833286|-0.19883612|0.71458894|-0.54019123|0.51856726|0.17468005|-0.14203644|-0.48169228|0.4983908|-0.5053873|1.0584645|-0.13502607|0.083743885|0.81221807|0.25536326|-0.5074362|0.31538033|0.24963441|0.08010001|-0.060596168|0.5650407|0.19906937|0.17938627|-0.3766644|0.0052025616|0.041779004|0.62103987|0.0019976795|-0.068507046|0.37625185|0.5756548|-0.20997338|-0.42489254|-0.07056707|-0.5903|0.0091587305|-0.11664088|0.34010416|-0.5383915|0.09699625|-0.08492011|-0.9316685|0.038201094|-0.28638235|0.17652965|0.51307046|-0.014616221|0.46529537|0.20250425|0.7745296|0.2088781|-0.20484349|-0.03516814|-0.33665547|-0.37976325|-0.65118396|0.37277216|-0.2674169|-0.19090569|-0.682939|-0.14684083
720;-0.076095015|-0.1640813|0.43411225|0.11777122|-0.19880489|0.12724927|-0.2845212|-0.17291525|-0.64549255|0.13648243|0.43160024|-0.45161372|-0.24647507|0.6043538|0.3253261|-0.5176633|0.12308711|0.44194782|-0.055544123|0.07243633|0.08104355|0.46754795|0.8627179|0.53631353|-0.1759063|0.17976916|0.31528658|0.38008952|0.36988238|0.28043312|-0.68451214|-0.5762349|-0.71950805|0.33220223|0.5494591|0.96869516|0.8125417|0.32943198|0.27438915|-0.4328746|-0.2065633|-0.087729186|-0.31245023|0.36269265|0.27383852|-0.3170953|-0.34853026|0.42604092|0.2882898|0.2553214|0.2606277|0.1702826|0.40581197|1.0659294|-0.13503294|0.3096654|0.81165683|-0.50111693|-0.26419547|0.5843288|0.49259058|0.21656209|-0.4518067|0.13197915|0.2693545|0.53562766|0.07845522|-0.08290213|0.20062052|0.44170564|-0.704247|0.12093337|-0.9809013|-0.3951927|0.58194375|-0.12740025|0.039730832|-0.3034477|0.5327318|0.3025356|-1.0983984|0.10699929|-0.06487571|-0.0150304735|0.3327074|0.032922387|-0.23175697|0.6599105|0.11230382|0.22021069|-0.20973216|-0.36698514|-0.2701243|-0.5433141|-0.60645694|0.70319134|0.2034165|-0.4510071|-0.37557456|0.06191069
721;-0.034375537|-0.024276301|0.12174277|0.38846973|-0.030935638|0.7118354|0.3360626|-0.26096746|-0.65036774|-0.1276012|-0.3237909|-0.65470904|-0.414396|0.33324766|0.47594094|0.041371293|0.048309386|-0.2053207|-0.18426342|0.47668943|0.35414124|0.815157|0.53374124|0.051903352|-0.18381818|0.2018368|0.012978796|0.012535781|0.002321452|0.1597522|-0.7233901|-0.3385944|-0.25267252|0.319536|0.22754511|0.5297141|0.16613065|0.3960252|0.119297795|-0.3878694|0.026109494|0.083858326|-0.2017399|-0.35120967|0.31253016|-0.34384552|-0.068759024|0.39748105|-0.18589464|0.6057004|0.22877687|0.5068836|0.53091013|0.8297917|-0.60603946|0.14075093|0.7290164|-0.22839886|-0.22048004|0.17141712|0.596986|0.33705312|-0.39839065|0.4641822|0.41621804|0.2732712|-0.07942386|-0.16143689|0.6254873|0.9038964|-0.5808914|-0.02678264|-0.37495196|-0.63713694|0.46580696|-0.23256318|0.15326567|-0.20902275|0.14261082|0.07819927|-0.55868125|0.4926891|0.0992877|-0.35899764|0.087017|0.48717946|-0.051328704|0.35452425|0.6112244|0.4143182|0.19199586|-0.20167874|-0.2570864|-0.75160193|-0.39226484|0.19925612|0.48764262|-0.22989841|0.014778256|0.26522243
722;0.23619108|-0.0950768|0.02474165|0.27605814|0.3482234|0.05772376|-0.026387304|-0.18698671|-0.5896989|-0.16711187|0.20569149|-0.8646726|-0.13608134|0.31120902|0.22054869|0.47955164|-0.21494177|-0.13156341|0.1446681|0.18091509|0.14712353|0.04401949|0.12091304|0.13326767|-0.5345245|0.5565218|0.26596048|0.16106065|0.62431335|0.5107602|-0.28167558|-0.052156642|-0.5745299|-0.06519441|0.4466884|0.57446253|0.24444312|0.113057494|0.37675923|-0.32158366|-0.12620483|0.042707592|-0.64706373|0.31901523|0.26019514|-0.50003415|-0.16953154|0.58911204|-0.113806434|0.33017457|0.06596656|0.22505534|0.06771524|0.86710584|-0.20051949|0.279149|0.6922755|0.07418799|-0.11501931|0.6037622|0.3712669|0.2736896|-0.003028527|0.41598392|0.060658045|0.060120925|0.14216731|-0.22464095|0.30166143|0.33379617|-0.18244545|0.071443394|-0.81382835|-0.32487464|0.3302856|-0.06416148|-0.056142963|-0.24097185|0.23766209|0.13256244|-0.83453816|0.33426362|0.019828118|0.008473292|0.15256035|0.10739533|-0.11003186|0.6275516|0.51414645|0.3174042|0.016374007|-3.6090612e-05|0.07514796|-0.54047173|-0.28058618|0.7999854|-0.15520404|-0.26540756|-0.5373975|0.35921147
723;-0.32254887|0.553926|0.37881893|-0.15462226|-0.4010334|0.26603374|0.29272997|-0.032773137|-0.30079544|0.463074|-0.17037277|-0.16726178|-0.5702156|0.5264803|-0.055705413|-0.07634663|0.036964417|-0.3341446|-0.0323406|0.15354891|0.26644608|0.47853902|0.23568268|0.14555512|0.53823465|0.61202633|-0.08750483|0.25650904|0.48600256|0.24593876|-0.44120982|-0.14814422|-0.5522442|0.593717|0.23167273|0.20608711|0.62019736|-0.017844021|0.5171099|-0.7457461|-0.247691|0.04145033|-0.26892716|0.08221961|0.4260896|-0.41453183|-0.14999098|0.7428736|0.12305067|1.0569857|0.16744623|-0.18571764|0.15464467|0.26420757|-0.38816062|0.5037541|0.28151184|0.035606116|-0.49225923|-0.29374772|0.44438386|0.33292937|-0.21901949|0.5706384|0.36479974|0.38292927|0.013102487|-1.1157961|0.4723189|0.4029914|-0.12197274|-0.41432214|-0.8331606|-0.31916133|0.04943031|-0.58761644|-0.24365178|0.20871739|0.48718172|0.24145198|-1.0170411|0.6481826|-0.5771288|0.3319168|0.47815275|0.21991809|0.1484578|0.47567427|0.0549767|-0.39046252|-0.27427143|-0.13190669|-0.5569334|-0.6087619|-0.7594044|0.27397805|-0.041768163|-0.60183656|-0.7159554|-0.16628878
724;-0.072246194|-0.0106758475|0.32207045|0.2549138|-0.23294239|0.42310482|0.27960017|-0.3799658|-0.18526456|-0.002993077|-0.032603916|-0.56487596|-0.22607458|0.5820035|0.20037198|-0.15018806|-0.18785696|-0.2486097|-0.1588161|0.24586417|0.13513426|0.36304945|0.52404743|0.096954554|-0.37236756|0.49078414|-0.004466478|0.57532454|0.41302055|0.0056770444|-0.30235302|-0.3532754|-0.3611008|0.0534793|0.39457738|0.46171287|0.25003347|0.1456048|-0.054315135|-0.045285493|0.034217708|0.17721036|-0.5349296|-0.0429392|0.34776103|-0.4586548|-0.3994073|0.4206131|0.0031727739|0.5089121|0.22077473|0.34855485|0.29071555|0.913746|-0.040876|0.29404265|0.713819|-0.024727728|-0.31395853|0.25649798|0.5156729|0.028633147|-0.16791615|0.4989908|0.26104409|0.0044487417|0.10418697|-0.47944453|0.2138101|0.35775924|-0.23813628|0.0035458133|-1.0135633|-0.44953096|0.31644264|-0.17078786|0.1602716|-0.2533498|0.22377151|0.27766144|-0.5972597|0.49872887|0.07929519|0.16457736|0.4139186|0.20947735|0.08381369|0.5058425|0.29281604|0.27741998|0.04148118|-0.2887384|-0.048968047|-0.37942478|-0.65273094|0.28315285|0.08489677|-0.2658888|-0.38510495|0.5103242
725;-0.035341986|-0.14392221|0.13755484|0.25067687|-0.042944353|0.2973541|0.44004112|-0.24341857|-0.49259657|0.03757737|-0.019556347|-0.87721175|-0.53212476|0.37404692|0.24821527|0.12913834|0.09756133|-0.17117773|-0.32982486|0.20704275|0.047581106|0.40390694|0.26279375|0.03822805|-0.21113448|0.37366858|-0.12907748|0.52927387|0.4240399|0.18686025|-0.39472646|-0.0074077547|-0.5137453|0.14356607|0.37272003|0.64267397|0.47151497|0.58007234|0.18240532|-0.4450888|-0.09187527|-0.18530874|-0.5159212|-0.33237964|0.38064694|-0.38626087|-0.45227665|0.69297063|-0.088439524|0.5933161|0.15354681|0.19877523|0.12256275|0.5782752|0.042397827|0.29272622|0.72908306|-0.1735897|-0.3681315|0.44762146|0.41378805|0.31945127|-0.3291672|0.12610406|0.38093278|0.13105193|0.33410498|-0.5608027|0.47675985|0.6294443|-0.20904139|-0.16759786|-0.98711514|-0.56149316|0.25811|-0.5215287|-0.026532844|-0.3991184|0.0926971|0.24989626|-0.51880956|0.1038058|-0.2541003|-0.34613428|0.3660714|0.3340853|0.0114669055|0.44429645|0.362868|0.23023757|0.17273419|0.12552007|-0.03429362|-0.5820323|-0.85192025|0.7329756|0.17686366|-0.36402538|-0.50647354|0.3933461
726;-0.19415794|0.2895943|-0.17202881|-0.05320078|-0.28652534|0.27065027|0.097283944|0.04882534|-0.50934786|0.29165906|0.32149225|-0.8635844|0.11958969|0.33319926|0.3298281|-0.32654774|-0.27606142|0.074011534|0.37007877|0.16978239|0.06923324|0.028748333|0.37500927|0.45456654|-0.007116124|0.93553436|-0.6221551|0.7164868|0.16020273|0.633842|-0.11222398|0.08358675|-0.54531336|0.53088003|0.70464456|0.5180059|0.63699067|0.2177061|-0.19441354|-0.58401275|-0.18594521|0.38851202|-0.8185964|-0.08122423|0.38758686|-0.50259054|-0.5902133|0.7542242|0.46305218|0.46463087|0.5526817|0.32678688|0.15312594|1.0781678|-0.32286802|0.4453691|0.88387656|-0.50716865|-0.41537738|0.43867457|0.417573|0.20649438|0.03263654|-0.2191411|0.027687222|0.43428522|0.41629982|-0.7211827|0.24706696|0.6720016|0.0473997|0.04311587|-0.983443|-0.5008557|0.6653783|-0.40077505|-0.104829416|-0.44159448|0.0962999|0.425151|-0.4157855|-0.008863121|0.3497355|-0.33026063|0.65213394|0.4555505|-0.19338821|0.09131579|0.52901447|0.27780354|0.38878077|0.024996474|-0.22813374|-0.73430586|-0.49356386|0.4681019|0.35405415|-0.6952832|-0.28504604|-0.17424677
727;-0.07421467|0.31608585|0.45056474|0.048383385|-0.03730343|0.50616914|0.59984994|-0.3164003|-0.57599384|-0.08610213|0.24767588|-0.44560766|-0.38770863|0.60160017|0.41743803|-0.028903164|-0.34171852|-0.37928388|-0.092123166|0.059636943|0.19988622|0.54085207|0.52637464|0.3464538|-0.12784448|0.72531974|-0.077771924|0.1863792|0.24385796|-0.13228053|-0.29820573|0.094291896|-0.42130888|0.02967599|0.2070673|0.46400538|0.4713234|0.33382165|-0.16179693|-0.18645222|-0.2910614|0.22026238|-0.42147508|-0.24249116|0.084309496|0.004873574|-0.31767428|0.91297114|-0.25255066|0.40788382|0.0859694|0.59967744|0.52434105|0.84922403|-0.37349814|0.21799693|0.4898823|-0.75189245|-0.30693713|0.5716623|0.7212616|0.3769678|-0.026903883|-0.08559114|0.2770011|0.17498398|0.038080275|-0.3100707|0.39570606|0.42003873|-0.22824478|-0.3068806|-0.4833415|-0.7212277|0.32886115|-0.21893765|0.019764714|-0.19713153|0.51246834|0.15196274|-0.76707834|0.35521847|-0.04677141|-0.0689784|0.5041012|0.01188609|-0.16780646|0.2241347|0.5259761|0.4102602|-0.042486966|-0.34122664|0.009967506|-0.4433|-0.66789985|0.46725625|0.12605615|-0.024259388|-0.2732203|0.7211445
728;0.07833195|0.2722008|0.058918282|0.35968935|-0.100598164|0.75130427|0.23115224|-0.23751038|-0.15097526|-0.2700639|-0.077006005|-0.539688|-0.4776822|0.5163521|-0.15764062|-0.08135141|-0.020039946|-0.6607617|-0.3506546|-0.17278653|0.53906834|0.49758053|0.6773896|0.6787263|-0.33174092|0.45483315|-0.51475906|0.2643891|-0.11988634|0.06453327|-0.78943396|0.06462407|0.0049221516|0.319045|0.2874581|0.5685152|0.11044422|0.30550084|-0.16982558|0.18320414|-0.20931304|-0.06142904|-0.38226748|-0.3642574|0.04926066|-0.08141959|-0.46682054|0.085199356|0.049490534|0.5953327|0.007640481|0.6246852|0.870539|1.0804472|-0.28629377|0.23730588|0.61686814|-0.08753839|-0.48985642|-0.14478946|0.7750124|0.30934393|-0.0047197193|0.09006472|0.09344967|0.1902897|0.48044986|-0.42809612|0.58863235|0.82021725|-0.020412415|0.11080934|-0.8656982|-0.66839314|0.19964363|-0.12227224|0.008035719|-0.2627597|0.46858555|0.5342275|-0.6362548|0.33967555|0.025899932|-0.030651659|0.61921453|-0.15035485|-0.01573214|0.29888973|0.6051105|0.52514756|-0.24031794|-0.4998361|-0.088955924|-0.53958017|-0.85132456|0.22595745|0.26437205|-0.025638461|-0.8313554|0.38213253
729;0.14469314|0.015338525|0.18499437|0.70899487|-0.76123166|0.17629035|0.34280002|0.44227058|-0.6500681|-0.024824858|0.4220919|-0.44435495|-0.39534888|0.68567467|0.3808882|-0.26207972|0.22548598|-0.5668819|-0.117842615|0.5462981|0.21457031|0.42111912|-0.16726223|-0.04194063|-0.4021883|0.31878117|-0.20478728|0.17206055|0.81749916|0.5165298|-0.72235596|-0.15225215|-0.6193579|-0.06520228|0.13763505|0.7532395|0.9027923|0.48381692|0.2484434|-0.9861305|-0.106585816|0.40081245|-1.0558712|-0.37533066|0.3733276|-0.65653104|-0.2965526|0.7037821|0.21500939|0.7854077|0.25610286|0.014071763|-0.193034|0.25139794|-0.5691632|-0.20080698|0.45253757|-0.017626703|-0.34531254|0.8079256|0.8555988|0.3629313|-0.33208838|0.52579594|-0.23210569|0.3913154|0.21220267|-0.16423437|0.11170809|0.6942186|-0.17633735|-0.25446516|-0.7341331|-0.71480966|0.42478243|-0.15345204|-0.18264431|-0.36882204|0.47892293|-0.0040840805|-0.5536493|-0.22823724|-0.7029857|-0.26578054|0.25934654|0.26934892|0.7031313|0.20203236|0.5051664|-0.09202349|-0.1906952|-0.47397542|-0.10010329|-0.42965782|-0.57428765|0.4396223|0.39559427|0.11248717|0.03927046|0.19096935
730;0.30517703|0.22702864|0.30933565|0.47463822|0.0407717|0.13720758|-0.07485634|-0.18403438|-0.61840945|-0.12866673|0.19459306|-0.91947794|-0.08933014|0.5923887|0.39426428|-0.106594786|0.19750333|-0.31930813|-0.28757337|-0.1613504|-0.40006775|0.33037654|0.41944838|-0.14491722|-0.17484842|0.7631045|0.09615186|0.64049006|0.4483859|0.12909494|-0.8103168|-0.36537093|-0.49216384|0.52850825|0.3668233|0.8159826|0.29900765|0.07608764|-0.26087222|0.06393537|0.06916157|0.15565014|-0.25886166|0.31222847|0.419979|-0.33234224|-0.0024297833|0.31871444|-0.18007511|0.29443645|0.09251459|0.37897152|0.2692296|0.6549252|0.063325256|0.2840702|0.367326|-0.4251823|0.011075124|0.36855313|0.36474735|0.14745007|0.015133902|0.3197632|-0.22936322|0.32701367|-0.0071998835|-0.62753105|-0.08404952|0.6599201|-0.25643116|-0.034564357|-0.7338213|-0.4127345|0.39119452|-0.2321582|-0.092611685|-0.38609502|0.3543007|0.13025734|-0.8796166|0.36988962|0.17696181|0.039657407|0.4367709|0.10328345|0.08769378|0.6924066|0.2796331|0.28665578|-0.3110233|-0.26474595|0.02636987|-0.623898|-0.24521697|0.042343676|0.24276228|-0.5263029|-0.61686635|-0.29749256
731;-0.15528663|0.58533347|0.51178646|0.5283159|-0.36334127|0.16595574|0.3371817|-0.3648023|-0.73395467|-0.2859964|-0.07460598|-0.07602441|-0.6662848|0.65991807|0.49878854|-0.103716314|-0.42038304|-0.38733277|-0.35894805|-0.13543493|0.51543933|0.15660562|0.3787282|-0.437591|-0.37874973|0.30916974|0.016799014|0.8394265|-0.07380128|0.015810236|-0.08285895|-0.25015852|-0.22848621|0.01761949|-0.0077492893|0.60030645|0.34198612|0.4663219|0.16434038|-0.091817796|-0.24613136|-0.43236881|-0.59125143|-0.2679428|0.38292068|-0.51360506|-0.18674836|0.79373574|-0.34850144|0.01792565|0.33167788|0.21247742|0.96579987|0.3976917|-0.08865267|0.500726|-0.09564799|-0.42009854|-0.46666294|0.46583408|0.39054197|0.11003293|-0.15974702|0.62601507|-0.099260196|0.16326414|-0.29626507|-0.26167384|0.61080635|0.7177269|-0.15663055|-0.034819536|-0.97425115|-0.6178593|0.11750035|-0.052260846|0.17641978|-0.40526974|0.5988922|0.34706977|-0.7958893|0.24513654|0.11731447|0.7813715|0.18793768|0.7129332|0.28245062|0.9459254|0.118862286|-0.07072353|-0.13201606|-0.18746972|-0.48046708|-0.5380175|-0.3526771|0.36209813|-0.18959808|0.13383839|-0.48889756|0.20898105
732;-0.02884392|0.23641208|0.26195347|0.27857924|-0.025166865|0.807172|0.14721681|-0.14998497|-0.34506887|0.20218585|0.34918344|-0.66109663|-0.06645414|0.26850018|0.42844686|-0.0665204|-0.06940791|-0.061900407|-0.5320219|0.181992|-0.23860236|0.3765103|0.649873|0.2465773|0.036248416|0.12002328|0.21454449|0.24583112|0.37157178|0.21437074|-0.59355474|-0.11774693|-0.061287194|-0.08991434|0.40322286|0.4956399|0.26349148|0.58796084|0.012790963|-0.38029256|-0.06193322|-0.124476895|-0.79750574|-0.21138112|0.16607262|-0.71318626|-0.37764338|0.45619866|-0.004078038|0.4527344|0.059703365|0.22067347|0.36475432|0.8831609|-0.07163063|0.1276493|0.41566664|-0.39021498|0.0344138|0.5292661|0.42526376|0.44950283|-0.2697265|0.3767736|0.31373698|0.30044204|0.036006182|-0.46640068|-0.04940942|0.61973363|-0.24123722|0.098792106|-0.63461804|-0.23532924|0.34987473|0.062832534|0.016774438|-0.40879145|0.57744026|0.3713749|-0.47158983|0.17721269|-0.006288599|0.08669131|0.3538773|0.15888114|-0.19992326|0.15227932|0.5904283|0.20666184|0.122682765|0.045423746|-0.37239867|-0.24150652|-0.83327866|0.34337425|0.120043926|-0.4982233|-0.43748006|0.3254765
733;-0.061506867|-0.20987713|0.013032854|-0.049951136|-0.25896904|0.13782813|0.23245053|-0.02726449|-0.3057732|0.053323388|0.016744133|-0.27857348|-0.2573886|0.2345741|-0.047548637|-0.103430055|-0.42192024|0.027092159|0.057633087|0.23322213|-0.092035875|0.49126706|0.31093752|0.14624755|-0.36484113|0.2306323|0.046709564|0.11257094|0.64836514|0.4851463|0.014224827|-0.431122|-0.045508116|0.41605127|-0.03372529|0.29774863|0.29514754|0.63391155|0.14156386|0.07215136|0.25120574|-0.17461471|-0.57030296|-0.035332706|0.3110534|-0.44457716|-0.114094764|0.23856857|0.11436834|0.42544216|0.6161958|0.40076375|0.43848294|0.6716289|-0.37748012|0.15902708|0.6026526|-0.1663141|-0.3212865|0.40858787|0.41375828|0.56247485|-0.37102702|0.030085191|0.24758515|-0.13961293|-0.012088984|-0.6560117|0.21933183|0.73271817|-0.35565582|-0.31123096|-0.5205063|-0.5237983|0.7397908|-0.44580162|0.009902276|-0.4171493|-0.015740663|0.11179842|-0.5693167|0.23864427|-0.19483492|-0.3653442|0.30818492|0.0034995228|0.12901296|-0.08307244|0.39581177|0.043559283|0.07600011|-0.34885535|-0.32225275|-0.519098|-0.78759897|0.6218107|-0.13164334|0.09184867|-0.21105826|-0.0468318
734;0.13752317|-0.2462922|0.14068054|0.6354615|-0.26212898|0.7534089|0.14989804|-0.028660282|-0.24075045|0.5418266|0.45919764|-0.2524993|-0.35454732|0.32948062|0.23267116|-0.23668806|-0.40959394|-0.17995413|0.09902412|0.28425762|0.33867776|0.31038365|0.89391625|0.17844927|-0.033269256|0.78879786|0.034854006|0.04156989|0.77692175|0.18203275|-0.48422986|-0.41663444|-0.8322423|0.056388557|0.07576814|0.18323341|0.16283461|0.13453522|-0.052940592|-0.52975917|-0.32402816|-0.19838156|-1.2493342|0.08787128|0.3526179|-0.50441635|-0.34856144|0.5075181|-0.31836557|0.6743521|0.64735043|0.55086136|0.6886796|0.8424722|-0.94317675|0.2785657|0.8027102|-0.37075132|0.13150133|0.71124715|0.82036906|0.49193704|-0.36019915|0.14680275|0.24632266|-0.12800808|0.27649647|0.0784888|0.621614|0.67582005|-0.47078058|-0.5469058|-0.2950406|-0.57084227|0.31814137|-0.43355763|0.3440115|-0.24619317|0.40578067|0.24362679|-0.98310006|0.574151|-0.43424648|-0.5498102|0.37829292|0.9371323|0.77288496|0.4248225|0.15767254|0.34345537|-0.01703179|-0.08015715|-0.33198798|-0.885816|-0.26303488|0.8464748|-0.037236944|-0.100596815|-0.2611987|0.11607213
735;-0.41069216|0.20826137|0.6059019|-0.058440447|0.4387935|0.6703618|0.23723322|0.51418|0.029455453|0.27480546|-0.22046319|-0.603362|-0.58424395|-0.07854113|0.43995115|-0.013556829|-0.65150094|-0.51544124|-0.37528285|-0.36126736|-0.09041421|0.32913145|0.33325496|0.12713523|0.29409134|0.74864984|0.3836715|-0.035259217|0.74415076|0.21156128|-0.102104574|-0.16916005|-0.4180336|0.27607855|0.11984885|-0.10262203|0.6045083|0.5183211|0.5396029|-0.66534257|-0.09633418|0.22329783|-0.67502934|0.04595597|-0.29491955|-0.56555945|-0.15972722|0.8062535|-0.3886985|-0.0057107806|-9.289384e-05|0.5073563|0.21283388|0.01669681|-0.78653324|0.23920162|1.097189|0.11913089|-0.17123649|0.42474458|-0.28094232|0.8425703|-0.4817906|0.25619438|0.29716352|0.53755367|0.115525156|-0.9849448|0.51103795|1.0464823|-0.093672484|0.03467702|-1.049954|-0.43442374|0.545455|-0.4100528|0.014122307|-0.3307245|0.3334681|0.6634573|-0.78793585|0.30793583|-0.31231314|0.25437465|0.41877106|0.13040839|0.074904025|0.3958117|0.21871151|0.17790952|-0.14025286|-0.62964976|0.05160287|-0.1373251|0.026555955|0.42940715|0.3806516|-0.39125583|-0.49033153|-0.602192
736;-0.20850033|0.21590683|0.13690248|-0.109974235|0.05727867|0.2093574|0.8366951|-0.4461008|-0.14933975|0.26750743|-0.26208723|-0.39415893|-0.6320795|0.44831395|0.5148326|-0.2595248|-0.23821601|-1.0268699|-0.47583115|0.15828119|-0.065342754|0.9814594|0.016159415|0.5365304|-0.1162037|0.377308|0.17681316|0.081249446|0.5297889|0.013860092|-0.6661849|0.15754253|-0.13537167|0.040227458|0.3736051|0.46323907|0.2726782|0.9723171|0.17980337|-0.53748155|-0.1666272|0.08937083|-0.32539335|0.12329788|0.35359025|-0.4760097|-0.40483946|0.19787088|-0.40792274|0.4671975|0.19137537|0.05525373|0.3746807|0.49067372|-0.4286471|0.10857539|0.35558257|-0.32277668|-0.43511054|0.48440605|0.8470759|0.061422557|-0.06553638|0.25615636|-0.099110186|0.398161|0.58350605|-0.113757044|0.15273309|0.9138566|-0.43478388|0.13612458|-0.9101174|-0.5697201|0.53525853|-0.29807138|-0.15456566|-0.19394572|0.1691329|0.43137443|-0.6927943|0.12942164|-0.39435124|-0.1858061|0.51385343|0.43700707|-0.23470484|-0.0038508028|0.14972523|0.7144182|-0.13576257|-0.71954566|-4.9471855e-05|0.000767231|-0.5344226|0.24259326|0.44103462|-0.32180825|-0.46555153|0.39254898
737;-0.2366014|0.17926061|0.22778416|0.19102065|-0.011274489|0.40979832|0.23177215|-0.28458536|-0.4182669|0.0783793|0.18464905|-0.75160456|-0.5124402|-0.037677526|0.1375172|-0.053688608|-0.23560874|-0.44400597|-0.17974772|0.38439578|-0.27362353|0.22207133|0.25479105|0.49092364|0.1388004|0.50123554|-0.016519088|0.58799213|0.44659343|0.43111244|0.036021233|-0.65024805|-0.31624857|-0.1005577|0.14454794|0.5851879|0.3950519|0.5081854|0.49028823|-0.5004005|-0.5824592|-0.008375607|-0.6724565|-0.09653917|0.4184956|-0.044746935|-0.404103|0.003940165|-0.103069566|0.65927494|-0.0010871291|0.30344522|0.6209169|0.42300943|-0.558519|0.16020891|0.7792673|-0.081704445|-0.22111933|0.78620946|0.26698154|0.6501782|-0.37704122|0.24803175|0.4326104|0.107561454|-0.15216182|-0.41595474|0.034925267|0.8471688|-0.5266731|-0.10239852|-1.1675307|-0.41285187|0.008696407|-0.71880585|-0.10638616|-0.1350324|0.51201785|0.47937185|-0.8381283|0.12526184|-0.17549601|-0.09862274|0.58099383|0.8999672|-0.017650574|0.13940176|0.12760785|0.25715357|-0.22475174|-0.07652331|-0.23604827|-0.13630636|-0.47762018|0.79294527|0.19013907|-0.70692027|-0.4093524|0.21336848
